index;typeCode;freqCode;refPeriodId;refYear;refMonth;period;reporterCode;reporterISO;reporterDesc;flowCode;flowDesc;partnerCode;partnerISO;partnerDesc;partner2Code;partner2ISO;partner2Desc;classificationCode;classificationSearchCode;isOriginalClassification;cmdCode;cmdDesc;aggrLevel;isLeaf;customsCode;customsDesc;mosCode;motCode;motDesc;qtyUnitCode;qtyUnitAbbr;qty;isQtyEstimated;altQtyUnitCode;altQtyUnitAbbr;altQty;isAltQtyEstimated;netWgt;isNetWgtEstimated;grossWgt;isGrossWgtEstimated;cifvalue;fobvalue;primaryValue;legacyEstimationFlag;isReported;isAggregate
47963;C;M;20250101;2025;1;202501;604;PER;Peru;X;Export;858;URY;Uruguay;858;URY;Uruguay;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7699.018283;False;-1;;0;False;0;True;0;False;0;1928.565555;1678.519442;4;False;True
81314;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;705;SVN;Slovenia;616;POL;Poland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2467.895673;False;-1;;0;False;0;False;0;False;0;248.2402398;4998.170294;0;False;True
98231;C;M;20250101;2025;1;202501;826;GBR;United Kingdom;X;Export;642;ROU;Romania;276;DEU;Germany;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6899.176071;False;-1;;0;False;0;False;0;False;0;7928.282941;1196.376478;0;False;True
44205;C;M;20250101;2025;1;202501;620;PRT;Portugal;X;Export;470;MLT;Malta;50;BGD;Bangladesh;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9777.542884;False;-1;;0;False;0;True;0;False;0;5719.945386;1974.944648;4;False;True
8193;C;M;20250101;2025;1;202501;68;BOL;Bolivia (Plurinational State of);M;Import;340;HND;Honduras;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9430.565074;False;-1;;0;False;0;True;0;False;0;3922.785951;7873.048265;4;False;True
91118;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;642;ROU;Romania;757;CHE;Switzerland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1929.861504;False;-1;;0;False;0;True;0;False;0;6410.724739;8864.792408;4;False;True
24324;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;0;W00;World;764;THA;Thailand;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7679.416395;False;-1;;0;False;;False;0;False;0;5525.179843;8467.783212;0;False;True
90037;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;344;HKG;China, Hong Kong SAR;704;VNM;Viet Nam;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2307.954915;False;-1;;0;False;0;True;0;False;0;3990.338483;9357.784154;4;False;True
93553;C;M;20250101;2025;1;202501;826;GBR;United Kingdom;X;Export;0;W00;World;162;CXR;Christmas Isds;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2014.458686;False;-1;;0;False;0;False;0;False;0;2636.114479;1122.997547;0;False;True
70370;C;M;20250101;2025;1;202501;688;SRB;Serbia;M;Import;703;SVK;Slovakia;348;HUN;Hungary;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1289.538664;False;-1;;0;False;0;True;0;False;0;7096.614587;8446.065235;4;False;True
19522;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;504;MAR;Morocco;826;GBR;United Kingdom;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5302.130074;False;-1;;0;False;0;True;0;False;0;3226.213035;5389.262257;4;False;True
32104;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;764;THA;Thailand;100;BGR;Bulgaria;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1371.78737;False;-1;;0;False;0;True;0;False;0;5354.333416;3335.928621;4;False;True
59293;C;M;20250101;2025;1;202501;579;NOR;Norway;X;Export;788;TUN;Tunisia;788;TUN;Tunisia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4060.96452;False;-1;;0;False;0;False;0;False;0;2017.824851;2585.818535;0;False;True
67383;C;M;20250101;2025;1;202501;705;SVN;Slovenia;X;Export;156;CHN;China;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3396.534693;False;-1;;0;False;0;False;0;False;0;4551.126646;5102.769086;0;False;True
32447;C;M;20250101;2025;1;202501;276;DEU;Germany;X;Export;270;GMB;Gambia;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;635.9802623;False;-1;;0;False;0;True;0;False;0;7063.183555;7729.971868;4;False;True
25631;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;788;TUN;Tunisia;246;FIN;Finland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;708.5965113;False;-1;;0;False;0;False;0;False;0;5774.141047;1063.997082;0;False;True
65486;C;M;20250101;2025;1;202501;600;PRY;Paraguay;M;Import;144;LKA;Sri Lanka;842;USA;USA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3799.348729;False;-1;;0;False;0;False;0;False;0;3670.280773;5819.590121;0;False;True
36655;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;690;SYC;Seychelles;616;POL;Poland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9238.726735;False;-1;;0;False;0;False;0;False;0;8672.51766;7951.620368;0;False;True
17936;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;860;UZB;Uzbekistan;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8294.77179;False;-1;;0;False;0;False;0;False;0;2205.267866;2474.787727;0;False;True
89202;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;76;BRA;Brazil;690;SYC;Seychelles;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6786.217774;False;-1;;0;False;0;False;0;False;0;9756.470089;2512.988692;0;False;True
21171;C;M;20250101;2025;1;202501;246;FIN;Finland;X;Export;616;POL;Poland;104;MMR;Myanmar;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3335.347667;False;-1;;0;False;0;True;0;False;0;9990.205799;1742.615579;4;False;True
11513;C;M;20250101;2025;1;202501;124;CAN;Canada;M;Import;604;PER;Peru;724;ESP;Spain;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3503.584038;False;-1;;0;False;0;False;0;False;0;6265.281031;4932.090383;0;False;True
80040;C;M;20250101;2025;1;202501;724;ESP;Spain;X;Export;496;MNG;Mongolia;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7365.80349;False;-1;;0;False;0;False;0;False;0;5175.750296;552.8592442;0;False;True
73047;C;M;20250101;2025;1;202501;703;SVK;Slovakia;M;Import;800;UGA;Uganda;528;NLD;Netherlands;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9729.475292;False;-1;;0;False;0;False;0;False;0;9463.183861;9826.220348;0;False;True
39303;C;M;20250101;2025;1;202501;480;MUS;Mauritius;X;Export;643;RUS;Russian Federation;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6222.50467;False;-1;;0;False;0;False;0;False;0;6048.192473;426.471278;0;False;True
49390;C;M;20250101;2025;1;202501;604;PER;Peru;M;Import;392;JPN;Japan;170;COL;Colombia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6045.794624;False;-1;;0;False;0;False;0;False;0;7548.189585;556.3454222;0;False;True
3626;C;M;20250101;2025;1;202501;36;AUS;Australia;M;Import;60;BMU;Bermuda;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7269.899083;False;-1;;0;False;0;True;0;False;0;2211.986926;6172.26654;4;False;True
87385;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;504;MAR;Morocco;56;BEL;Belgium;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5766.325484;False;-1;;0;False;0;False;0;False;0;2063.847022;1040.676682;0;False;True
31891;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;231;ETH;Ethiopia;604;PER;Peru;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9538.179351;False;-1;;0;False;0;False;0;False;0;7773.330842;899.6582147;0;False;True
53971;C;M;20250101;2025;1;202501;642;ROU;Romania;M;Import;100;BGR;Bulgaria;804;UKR;Ukraine;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9154.911516;False;-1;;0;False;0;False;0;False;0;2575.889217;6298.869347;0;False;True
6944;C;M;20250101;2025;1;202501;31;AZE;Azerbaijan;M;Import;56;BEL;Belgium;528;NLD;Netherlands;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7122.223482;False;-1;;0;False;0;False;0;False;0;9021.719119;1185.568027;0;False;True
32710;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;462;MDV;Maldives;442;LUX;Luxembourg;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1155.18717;False;-1;;0;False;0;False;0;False;0;8266.773963;1149.510895;0;False;True
60375;C;M;20250101;2025;1;202501;579;NOR;Norway;M;Import;440;LTU;Lithuania;156;CHN;China;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1535.327114;False;-1;;0;False;0;False;0;False;0;122.3811734;3636.442118;0;False;True
19642;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;608;PHL;Philippines;616;POL;Poland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2717.204782;False;-1;;0;False;0;True;0;False;0;5612.851944;1844.044325;4;False;True
99167;C;M;20250101;2025;1;202501;792;TUR;Türkiye;M;Import;440;LTU;Lithuania;251;FRA;France;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5410.349142;False;-1;;0;False;0;False;0;False;0;1309.233542;8581.987556;0;False;True
56495;C;M;20250101;2025;1;202501;642;ROU;Romania;M;Import;0;W00;World;446;MAC;China, Macao SAR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4616.124911;False;-1;;0;False;0;True;0;False;0;1320.5804;3335.659878;4;False;True
67333;C;M;20250101;2025;1;202501;705;SVN;Slovenia;X;Export;842;USA;USA;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4565.271238;False;-1;;0;False;0;False;0;False;0;7879.530801;362.3534225;0;False;True
23790;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;70;BIH;Bosnia Herzegovina;70;BIH;Bosnia Herzegovina;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9071.230577;False;-1;;0;False;0;False;0;False;0;8178.032789;8738.593343;0;False;True
73741;C;M;20250101;2025;1;202501;703;SVK;Slovakia;M;Import;616;POL;Poland;440;LTU;Lithuania;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;749.8204134;False;-1;;0;False;0;False;0;False;0;9759.549099;9030.677995;0;False;True
87849;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;490;S19;Other Asia, nes;598;PNG;Papua New Guinea;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3435.523731;False;-1;;0;False;0;False;0;False;0;3110.857344;3936.693006;0;False;True
98872;C;M;20250101;2025;1;202501;792;TUR;Türkiye;M;Import;214;DOM;Dominican Rep.;124;CAN;Canada;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2370.184564;False;-1;;0;False;0;False;0;False;0;433.2680469;9478.234172;0;False;True
77719;C;M;20250101;2025;1;202501;710;ZAF;South Africa;X;Export;620;PRT;Portugal;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6141.218762;False;-1;;0;False;0;True;0;False;0;3010.960107;3752.744445;4;False;True
77006;C;M;20250101;2025;1;202501;699;IND;India;M;Import;96;BRN;Brunei Darussalam;96;BRN;Brunei Darussalam;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3066.158218;False;-1;;0;False;0;False;0;False;0;7448.342821;9919.625052;0;False;True
70203;C;M;20250101;2025;1;202501;688;SRB;Serbia;M;Import;558;NIC;Nicaragua;100;BGR;Bulgaria;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4373.231221;False;-1;;0;False;0;True;0;False;0;4801.810572;3010.922251;4;False;True
98794;C;M;20250101;2025;1;202501;792;TUR;Türkiye;M;Import;616;POL;Poland;31;AZE;Azerbaijan;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7423.373019;False;-1;;0;False;0;False;0;False;0;6354.6132;4571.541821;0;False;True
92352;C;M;20250101;2025;1;202501;764;THA;Thailand;M;Import;706;SOM;Somalia;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4761.633138;False;-1;;0;False;0;True;0;False;0;2734.922858;1732.67577;4;False;True
19876;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;156;CHN;China;688;SRB;Serbia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3981.43459;False;-1;;0;False;0;True;0;False;0;3903.574574;7590.096278;4;False;True
43568;C;M;20250101;2025;1;202501;620;PRT;Portugal;M;Import;642;ROU;Romania;616;POL;Poland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;770.3378392;False;-1;;0;False;0;True;0;False;0;4616.221857;2508.41567;4;False;True
76446;C;M;20250101;2025;1;202501;699;IND;India;M;Import;688;SRB;Serbia;344;HKG;China, Hong Kong SAR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5350.534268;False;-1;;0;False;0;True;0;False;0;4430.666094;5817.071078;4;False;True
38263;C;M;20250101;2025;1;202501;442;LUX;Luxembourg;M;Import;352;ISL;Iceland;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;894.6314383;False;-1;;0;False;0;False;0;False;0;9607.192895;7283.159452;0;False;True
94125;C;M;20250101;2025;1;202501;826;GBR;United Kingdom;M;Import;826;GBR;United Kingdom;400;JOR;Jordan;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8656.967031;False;-1;;0;False;0;False;0;False;0;592.2488219;2898.662641;0;False;True
60321;C;M;20250101;2025;1;202501;579;NOR;Norway;M;Import;380;ITA;Italy;191;HRV;Croatia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4410.677022;False;-1;;0;False;0;False;0;False;0;2235.17486;4035.304935;0;False;True
81190;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;352;ISL;Iceland;251;FRA;France;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6891.21416;False;-1;;0;False;0;False;0;False;0;2320.576594;7291.919045;0;False;True
21233;C;M;20250101;2025;1;202501;246;FIN;Finland;X;Export;620;PRT;Portugal;288;GHA;Ghana;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5431.283098;False;-1;;0;False;0;True;0;False;0;2468.292003;9814.852936;4;False;True
81515;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;214;DOM;Dominican Rep.;620;PRT;Portugal;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;84.87363879;False;-1;;0;False;0;False;0;False;0;6517.430779;3154.363056;0;False;True
26178;C;M;20250101;2025;1;202501;242;FJI;Fiji;M;Import;32;ARG;Argentina;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4585.797183;False;-1;;0;False;0;False;0;False;0;8359.730268;5558.424561;0;False;True
45058;C;M;20250101;2025;1;202501;620;PRT;Portugal;X;Export;499;MNE;Montenegro;899;_X ;Areas, nes;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2006.111784;False;-1;;0;False;0;True;0;False;0;2959.444291;6387.246158;4;False;True
40090;C;M;20250101;2025;1;202501;348;HUN;Hungary;M;Import;470;MLT;Malta;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5625.080793;False;-1;;0;False;0;False;0;False;0;7028.028753;2761.661772;0;False;True
12205;C;M;20250101;2025;1;202501;124;CAN;Canada;M;Import;643;RUS;Russian Federation;792;TUR;Türkiye;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2572.685567;False;-1;;0;False;0;True;0;False;0;9979.291749;8348.010139;4;False;True
25891;C;M;20250101;2025;1;202501;222;SLV;El Salvador;X;Export;591;PAN;Panama;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8446.773786;False;-1;;0;False;0;False;0;False;0;711.457216;6457.116954;0;False;True
16309;C;M;20250101;2025;1;202501;203;CZE;Czechia;M;Import;300;GRC;Greece;251;FRA;France;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;151.0595359;False;-1;;0;False;0;True;0;False;0;9918.050212;9614.34591;4;False;True
57100;C;M;20250101;2025;1;202501;642;ROU;Romania;M;Import;705;SVN;Slovenia;70;BIH;Bosnia Herzegovina;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;9133.852933;False;-1;;0;False;0;False;0;False;0;6991.054778;4987.435147;0;False;True
71922;C;M;20250101;2025;1;202501;703;SVK;Slovakia;M;Import;528;NLD;Netherlands;208;DNK;Denmark;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1642.455598;False;-1;;0;False;0;False;0;False;0;5887.037625;3870.210443;0;False;True
52446;C;M;20250101;2025;1;202501;642;ROU;Romania;X;Export;710;ZAF;South Africa;203;CZE;Czechia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5669.998464;False;-1;;0;False;0;False;0;False;0;545.2931274;40.74217875;0;False;True
44294;C;M;20250101;2025;1;202501;620;PRT;Portugal;X;Export;372;IRL;Ireland;826;GBR;United Kingdom;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7537.552008;False;-1;;0;False;0;False;0;False;0;3066.547282;9800.172094;0;False;True
32517;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;170;COL;Colombia;442;LUX;Luxembourg;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6172.554908;False;-1;;0;False;0;False;0;False;0;9842.843018;9471.643724;0;False;True
21915;C;M;20250101;2025;1;202501;246;FIN;Finland;X;Export;233;EST;Estonia;446;MAC;China, Macao SAR;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5600.618496;False;-1;;0;False;0;False;0;False;0;4940.508046;1962.81713;0;False;True
29521;C;M;20250101;2025;1;202501;276;DEU;Germany;M;Import;894;ZMB;Zambia;56;BEL;Belgium;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;4921.960832;False;-1;;0;False;0;False;0;False;0;386.2838687;4030.375075;0;False;True
91;C;M;20250101;2025;1;202501;56;BEL;Belgium;X;Export;454;MWI;Malawi;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3505.841824;False;-1;;0;False;0;False;0;False;0;643.1170886;8143.601297;0;False;True
24644;C;M;20250101;2025;1;202501;233;EST;Estonia;M;Import;348;HUN;Hungary;372;IRL;Ireland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8173.112752;False;-1;;0;False;0;False;0;False;0;6857.709107;9810.190283;0;False;True
90258;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;705;SVN;Slovenia;56;BEL;Belgium;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7629.777872;False;-1;;0;False;0;True;0;False;0;8466.497588;7957.551384;4;False;True
90282;C;M;20250101;2025;1;202501;764;THA;Thailand;X;Export;724;ESP;Spain;724;ESP;Spain;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2612.258005;False;-1;;0;False;0;True;0;False;0;8252.927478;4394.277893;4;False;True
10224;C;M;20250101;2025;1;202501;124;CAN;Canada;M;Import;8;ALB;Albania;528;NLD;Netherlands;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8318.069844;False;-1;;0;False;0;True;0;False;0;390.9832095;9624.195456;4;False;True
50791;C;M;20250101;2025;1;202501;586;PAK;Pakistan;M;Import;156;CHN;China;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5881.819767;False;-1;;0;False;0;True;0;False;0;6391.79569;6105.119911;4;False;True
70862;C;M;20250101;2025;1;202501;688;SRB;Serbia;M;Import;364;IRN;Iran;807;MKD;North Macedonia;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;1994.858769;False;-1;;0;False;0;False;0;False;0;8595.684546;5069.324142;0;False;True
84022;C;M;20250101;2025;1;202501;752;SWE;Sweden;M;Import;826;GBR;United Kingdom;410;KOR;Rep. of Korea;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;8571.614518;False;-1;;0;False;0;True;0;False;0;2037.927822;6320.069226;4;False;True
83282;C;M;20250101;2025;1;202501;752;SWE;Sweden;M;Import;508;MOZ;Mozambique;48;BHR;Bahrain;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3229.653605;False;-1;;0;False;0;False;0;False;0;7109.66449;5429.408963;0;False;True
64652;C;M;20250101;2025;1;202501;620;PRT;Portugal;M;Import;724;ESP;Spain;148;TCD;Chad;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;2558.467799;False;-1;;0;False;0;False;0;False;0;274.4361122;8497.704452;0;False;True
5566;C;M;20250101;2025;1;202501;32;ARG;Argentina;M;Import;288;GHA;Ghana;724;ESP;Spain;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5284.802171;False;-1;;0;False;0;False;0;False;0;8449.461409;6957.310591;0;False;True
1057;C;M;20250101;2025;1;202501;76;BRA;Brazil;X;Export;384;CIV;Côte d'Ivoire;0;W00;World;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3269.717952;False;-1;;0;False;0;True;0;False;0;9199.549043;1327.810481;4;False;True
70982;C;M;20250101;2025;1;202501;688;SRB;Serbia;M;Import;324;GIN;Guinea;528;NLD;Netherlands;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;725.8219906;False;-1;;0;False;0;False;0;False;0;3294.863325;1000.5188;0;False;True
68504;C;M;20250101;2025;1;202501;705;SVN;Slovenia;M;Import;268;GEO;Georgia;702;SGP;Singapore;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3767.392255;False;-1;;0;False;0;False;0;False;0;1945.096066;7692.960964;0;False;True
82363;C;M;20250101;2025;1;202501;724;ESP;Spain;M;Import;233;EST;Estonia;56;BEL;Belgium;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;134.8008419;False;-1;;0;False;0;False;0;False;0;8390.493304;1502.65351;0;False;True
83612;C;M;20250101;2025;1;202501;752;SWE;Sweden;M;Import;535;BES;Bonaire;842;USA;USA;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;229.5409206;False;-1;;0;False;0;True;0;False;0;8888.502025;2899.879847;4;False;True
18691;C;M;20250101;2025;1;202501;246;FIN;Finland;M;Import;328;GUY;Guyana;208;DNK;Denmark;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;3436.010939;False;-1;;0;False;0;False;0;False;0;5751.818328;2490.795338;0;False;True
17170;C;M;20250101;2025;1;202501;203;CZE;Czechia;M;Import;512;OMN;Oman;616;POL;Poland;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6923.607498;False;-1;;0;False;0;False;0;False;0;9015.993172;9944.882887;0;False;True
10496;C;M;20250101;2025;1;202501;124;CAN;Canada;X;Export;4;AFG;Afghanistan;899;_X ;Areas, nes;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;6562.809375;False;-1;;0;False;0;True;0;False;0;7898.282128;681.1815344;4;False;True
44099;C;M;20250101;2025;1;202501;620;PRT;Portugal;X;Export;616;POL;Poland;380;ITA;Italy;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;7729.06102;False;-1;;0;False;0;True;0;False;0;7428.695194;8173.854883;4;False;True
84357;C;M;20250101;2025;1;202501;752;SWE;Sweden;M;Import;818;EGY;Egypt;422;LBN;Lebanon;H6;HS;True;TOTAL;All Commodities;0;False;C00;TOTAL CPC;0;0;TOTAL MOT;-1;;5512.652904;False;-1;;0;False;0;True;0;False;0;4649.353719;4632.435206;4;False;True
